,h,T,M,lambda,s
3829,9253.3,-36500000,1460000,0.0002548,-0.000363844
3830,9572.4,-36500000,1460000,0.0002548,-0.000363844
3831,9891.5,-36500000,1460000,0.0002548,-0.000363844
3832,10211,-36500000,1460000,0.0002548,-0.000363844
3833,10530,-36500000,1460000,0.0002549,-0.000363744
3834,10849,-36500000,1460000,0.0002548,-0.000363844
3835,11168,-36500000,1460000,0.0002548,-0.000363844
3836,11487,-36500000,1460000,0.0002549,-0.000363744
3837,11806,-36500000,1460000,0.0002549,-0.000363744
3838,12125,-36500000,1460000,0.0002548,-0.000363844
3839,12444,-36500000,1460000,0.0002548,-0.000363844
3840,12763,-36500000,1460000,0.0002549,-0.000363744
3841,13082,-36500000,1460000,0.0002549,-0.000363744
3842,13401,-36500000,1460000,0.0002549,-0.000363744
3843,13720,-36500000,1460000,0.0002548,-0.000363844
3844,14040,-36500000,1460000,0.0002548,-0.000363844
3845,14359,-36500000,1460000,0.0002549,-0.000363744
3846,14678,-36500000,1460000,0.0002549,-0.000363744
3847,14997,-36500000,1460000,0.0002549,-0.000363744
3848,15316,-36500000,1460000,0.0002549,-0.000363744
3849,15635,-36500000,1460000,0.0002549,-0.000363744
3850,15954,-36500000,1460000,0.0002548,-0.000363844
3851,16273,-36500000,1460000,0.0002549,-0.000363744
3852,16592,-36500000,1460000,0.0002549,-0.000363744
3853,16911,-36500000,1460000,0.0002549,-0.000363744
3854,17230,-36500000,1460000,0.0002549,-0.000363744
3855,17549,-36500000,1460000,0.0002549,-0.000363744
3856,17868,-36500000,1460000,0.0002549,-0.000363744
3857,18188,-36500000,1460000,0.0002549,-0.000363744
3858,18507,-36500000,1460000,0.0002549,-0.000363744
3859,18826,-36500000,1460000,0.0002549,-0.000363744
3860,19145,-36500000,1460000,0.0002549,-0.000363744
3861,19464,-36500000,1460000,0.0002549,-0.000363744
3862,19783,-36500000,1460000,0.0002549,-0.000363744
3863,20102,-36500000,1460000,0.0002549,-0.000363744
3864,20421,-36500000,1460000,0.0002549,-0.000363744
3865,20740,-36500000,1460000,0.0002549,-0.000363744
3866,21059,-36500000,1460000,0.0002549,-0.000363744
3867,21378,-36500000,1460000,0.0002549,-0.000363744
3868,21697,-36500000,1460000,0.0002549,-0.000363744
3869,22017,-36500000,1460000,0.0002549,-0.000363744
3870,22336,-36500000,1460000,0.0002549,-0.000363744
3871,22655,-36500000,1460000,0.0002549,-0.000363744
3872,22974,-36500000,1460000,0.0002549,-0.000363744
3873,23293,-36500000,1460000,0.0002549,-0.000363744
3874,23612,-36500000,1460000,0.0002549,-0.000363744
3875,23931,-36500000,1460000,0.0002549,-0.000363744
3876,24250,-36500000,1460000,0.000255,-0.000363644
3877,24569,-36500000,1460000,0.000255,-0.000363644
3878,24888,-36500000,1460000,0.000255,-0.000363644
3879,25207,-36500000,1460000,0.000255,-0.000363644
3880,25526,-36500000,1460000,0.000255,-0.000363644
3881,25845,-36500000,1460000,0.000255,-0.000363644
3882,26165,-36500000,1460000,0.000255,-0.000363644
3883,26484,-36500000,1460000,0.000255,-0.000363644
3884,26803,-36500000,1460000,0.000255,-0.000363644
3885,27122,-36500000,1460000,0.0002549,-0.000363744
3886,27441,-36500000,1460000,0.0002549,-0.000363744
3887,27760,-36500000,1460000,0.000255,-0.000363644
3888,28079,-36500000,1460000,0.000255,-0.000363644
3889,28398,-36500000,1460000,0.000255,-0.000363644
3890,28717,-36500000,1460000,0.000255,-0.000363644
3891,29036,-36500000,1460000,0.000255,-0.000363644
3892,29355,-36500000,1460000,0.000255,-0.000363644
3893,29674,-36500000,1460000,0.000255,-0.000363644
3894,29994,-36500000,1460000,0.000255,-0.000363644
3895,30313,-36500000,1460000,0.000255,-0.000363644
3896,30632,-36500000,1460000,0.000255,-0.000363644
3897,30951,-36500000,1460000,0.000255,-0.000363644
3898,31270,-36500000,1460000,0.000255,-0.000363644
3899,31589,-36500000,1460000,0.000255,-0.000363644
3900,0,-37400000,1747.5,1.00E-07,-0.000633798
3901,319.08,-37400000,11068,1.00E-07,-0.000633798
3902,638.16,-37400000,20388,1.00E-07,-0.000633798
3903,957.24,-37400000,29999,1.00E-07,-0.000633798
3904,1276.3,-37400000,39319,4.00E-07,-0.000633498
3905,1595.4,-37400000,48639,4.00E-07,-0.000633498
3906,1914.5,-37400000,57959,4.00E-07,-0.000633498
3907,2233.6,-37400000,67280,7.00E-07,-0.000633198
3908,2552.6,-37400000,77182,7.00E-07,-0.000633198
3909,2871.7,-37400000,86939,1.20E-06,-0.000632698
3910,3190.8,-37400000,96696,1.30E-06,-0.000632598
3911,3509.9,-37400000,107000,1.80E-06,-0.000632098
3912,3829,-37400000,120000,2.60E-06,-0.000631298
3913,4148,-37400000,135000,4.20E-06,-0.000629698
3914,4467.1,-37400000,160000,7.40E-06,-0.000626498
3915,4786.2,-37400000,203000,1.40E-05,-0.000619898
3916,5105.3,-37400000,282000,2.81E-05,-0.000605798
3917,5424.4,-37400000,424000,5.45E-05,-0.000579398
3918,5743.4,-37400000,644000,9.61E-05,-0.000537798
3919,6062.5,-37400000,907000,0.0001468,-0.000487098
3920,6381.6,-37400000,1140000,0.0001918,-0.000442098
3921,6700.7,-37400000,1290000,0.0002224,-0.000411498
3922,7019.8,-37400000,1380000,0.000239,-0.000394898
3923,7338.8,-37400000,1420000,0.0002476,-0.000386298
3924,7657.9,-37400000,1440000,0.0002514,-0.000382498
3925,7977,-37400000,1450000,0.0002532,-0.000380698
3926,8296.1,-37400000,1450000,0.0002541,-0.000379798
3927,8615.2,-37400000,1450000,0.0002545,-0.000379398
3928,8934.2,-37400000,1450000,0.0002546,-0.000379298
3929,9253.3,-37400000,1460000,0.0002547,-0.000379198
3930,9572.4,-37400000,1460000,0.0002548,-0.000379098
3931,9891.5,-37400000,1460000,0.0002548,-0.000379098
3932,10211,-37400000,1460000,0.0002548,-0.000379098
3933,10530,-37400000,1460000,0.0002548,-0.000379098
3934,10849,-37400000,1460000,0.0002549,-0.000378998
3935,11168,-37400000,1460000,0.0002548,-0.000379098
3936,11487,-37400000,1460000,0.0002548,-0.000379098
3937,11806,-37400000,1460000,0.0002549,-0.000378998
3938,12125,-37400000,1460000,0.0002549,-0.000378998
3939,12444,-37400000,1460000,0.0002548,-0.000379098
3940,12763,-37400000,1460000,0.0002548,-0.000379098
3941,13082,-37400000,1460000,0.0002549,-0.000378998
3942,13401,-37400000,1460000,0.0002549,-0.000378998
3943,13720,-37400000,1460000,0.0002549,-0.000378998
3944,14040,-37400000,1460000,0.0002548,-0.000379098
3945,14359,-37400000,1460000,0.0002548,-0.000379098
3946,14678,-37400000,1460000,0.0002549,-0.000378998
3947,14997,-37400000,1460000,0.0002549,-0.000378998
3948,15316,-37400000,1460000,0.0002549,-0.000378998
3949,15635,-37400000,1460000,0.0002549,-0.000378998
3950,15954,-37400000,1460000,0.0002549,-0.000378998
3951,16273,-37400000,1460000,0.0002548,-0.000379098
3952,16592,-37400000,1460000,0.0002549,-0.000378998
3953,16911,-37400000,1460000,0.0002549,-0.000378998
3954,17230,-37400000,1460000,0.0002549,-0.000378998
3955,17549,-37400000,1460000,0.0002549,-0.000378998
3956,17868,-37400000,1460000,0.0002549,-0.000378998
3957,18188,-37400000,1460000,0.0002549,-0.000378998
3958,18507,-37400000,1460000,0.0002549,-0.000378998
3959,18826,-37400000,1460000,0.0002549,-0.000378998
3960,19145,-37400000,1460000,0.0002549,-0.000378998
3961,19464,-37400000,1460000,0.0002549,-0.000378998
3962,19783,-37400000,1460000,0.0002549,-0.000378998
3963,20102,-37400000,1460000,0.0002549,-0.000378998
3964,20421,-37400000,1460000,0.0002549,-0.000378998
3965,20740,-37400000,1460000,0.0002549,-0.000378998
3966,21059,-37400000,1460000,0.0002549,-0.000378998
3967,21378,-37400000,1460000,0.0002549,-0.000378998
3968,21697,-37400000,1460000,0.0002549,-0.000378998
3969,22017,-37400000,1460000,0.0002549,-0.000378998
3970,22336,-37400000,1460000,0.0002549,-0.000378998
3971,22655,-37400000,1460000,0.0002549,-0.000378998
3972,22974,-37400000,1460000,0.0002549,-0.000378998
3973,23293,-37400000,1460000,0.0002549,-0.000378998
3974,23612,-37400000,1460000,0.0002549,-0.000378998
3975,23931,-37400000,1460000,0.0002549,-0.000378998
3976,24250,-37400000,1460000,0.0002549,-0.000378998
3977,24569,-37400000,1460000,0.0002549,-0.000378998
3978,24888,-37400000,1460000,0.000255,-0.000378898
3979,25207,-37400000,1460000,0.000255,-0.000378898
3980,25526,-37400000,1460000,0.000255,-0.000378898
3981,25845,-37400000,1460000,0.000255,-0.000378898
3982,26165,-37400000,1460000,0.000255,-0.000378898
3983,26484,-37400000,1460000,0.000255,-0.000378898
3984,26803,-37400000,1460000,0.000255,-0.000378898
3985,27122,-37400000,1460000,0.0002549,-0.000378998
3986,27441,-37400000,1460000,0.000255,-0.000378898
3987,27760,-37400000,1460000,0.000255,-0.000378898
3988,28079,-37400000,1460000,0.000255,-0.000378898
3989,28398,-37400000,1460000,0.0002549,-0.000378998
3990,28717,-37400000,1460000,0.0002549,-0.000378998
3991,29036,-37400000,1460000,0.0002549,-0.000378998
3992,29355,-37400000,1460000,0.000255,-0.000378898
3993,29674,-37400000,1460000,0.000255,-0.000378898
3994,29994,-37400000,1460000,0.0002549,-0.000378998
3995,30313,-37400000,1460000,0.000255,-0.000378898
3996,30632,-37400000,1460000,0.000255,-0.000378898
3997,30951,-37400000,1460000,0.000255,-0.000378898
3998,31270,-37400000,1460000,0.000255,-0.000378898
3999,31589,-37400000,1460000,0.000255,-0.000378898
4000,0,-38400000,1893.1,1.00E-07,-0.000650747
4001,319.08,-38400000,11068,1.00E-07,-0.000650747
4002,638.16,-38400000,20388,1.00E-07,-0.000650747
4003,957.24,-38400000,29708,1.00E-07,-0.000650747
4004,1276.3,-38400000,39319,4.00E-07,-0.000650447
4005,1595.4,-38400000,48639,4.00E-07,-0.000650447
4006,1914.5,-38400000,57959,4.00E-07,-0.000650447
4007,2233.6,-38400000,67280,7.00E-07,-0.000650147
4008,2552.6,-38400000,76891,7.00E-07,-0.000650147
4009,2871.7,-38400000,86357,1.10E-06,-0.000649747
4010,3190.8,-38400000,95531,1.20E-06,-0.000649647
4011,3509.9,-38400000,106000,1.70E-06,-0.000649147
4012,3829,-38400000,118000,2.30E-06,-0.000648547
4013,4148,-38400000,131000,3.50E-06,-0.000647347
4014,4467.1,-38400000,151000,5.80E-06,-0.000645047
4015,4786.2,-38400000,183000,1.04E-05,-0.000640447
4016,5105.3,-38400000,243000,2.06E-05,-0.000630247
4017,5424.4,-38400000,352000,4.03E-05,-0.000610547
4018,5743.4,-38400000,535000,7.50E-05,-0.000575847
4019,6062.5,-38400000,784000,0.0001227,-0.000528147
4020,6381.6,-38400000,1040000,0.0001721,-0.000478747
4021,6700.7,-38400000,1230000,0.0002099,-0.000440947
4022,7019.8,-38400000,1340000,0.0002323,-0.000418547
4023,7338.8,-38400000,1400000,0.0002442,-0.000406647
4024,7657.9,-38400000,1430000,0.0002497,-0.000401147
4025,7977,-38400000,1440000,0.0002525,-0.000398347
4026,8296.1,-38400000,1450000,0.0002537,-0.000397147
4027,8615.2,-38400000,1450000,0.0002543,-0.000396547
4028,8934.2,-38400000,1450000,0.0002546,-0.000396247
4029,9253.3,-38400000,1460000,0.0002547,-0.000396147
4030,9572.4,-38400000,1460000,0.0002548,-0.000396047
4031,9891.5,-38400000,1460000,0.0002548,-0.000396047
4032,10211,-38400000,1460000,0.0002548,-0.000396047
4033,10530,-38400000,1460000,0.0002548,-0.000396047
4034,10849,-38400000,1460000,0.0002549,-0.000395947
4035,11168,-38400000,1460000,0.0002549,-0.000395947
4036,11487,-38400000,1460000,0.0002548,-0.000396047
4037,11806,-38400000,1460000,0.0002548,-0.000396047
4038,12125,-38400000,1460000,0.0002549,-0.000395947
4039,12444,-38400000,1460000,0.0002549,-0.000395947
4040,12763,-38400000,1460000,0.0002548,-0.000396047
4041,13082,-38400000,1460000,0.0002548,-0.000396047
4042,13401,-38400000,1460000,0.0002549,-0.000395947
4043,13720,-38400000,1460000,0.0002549,-0.000395947
4044,14040,-38400000,1460000,0.0002549,-0.000395947
4045,14359,-38400000,1460000,0.0002548,-0.000396047
4046,14678,-38400000,1460000,0.0002548,-0.000396047
4047,14997,-38400000,1460000,0.0002549,-0.000395947
4048,15316,-38400000,1460000,0.0002549,-0.000395947
4049,15635,-38400000,1460000,0.0002549,-0.000395947
4050,15954,-38400000,1460000,0.0002549,-0.000395947
4051,16273,-38400000,1460000,0.0002549,-0.000395947
4052,16592,-38400000,1460000,0.0002548,-0.000396047
4053,16911,-38400000,1460000,0.0002549,-0.000395947
4054,17230,-38400000,1460000,0.0002549,-0.000395947
4055,17549,-38400000,1460000,0.0002549,-0.000395947
4056,17868,-38400000,1460000,0.0002549,-0.000395947
4057,18188,-38400000,1460000,0.0002549,-0.000395947
4058,18507,-38400000,1460000,0.0002549,-0.000395947
4059,18826,-38400000,1460000,0.0002549,-0.000395947
4060,19145,-38400000,1460000,0.0002549,-0.000395947
4061,19464,-38400000,1460000,0.0002549,-0.000395947
4062,19783,-38400000,1460000,0.0002549,-0.000395947
4063,20102,-38400000,1460000,0.0002549,-0.000395947
4064,20421,-38400000,1460000,0.0002549,-0.000395947
4065,20740,-38400000,1460000,0.0002549,-0.000395947
4066,21059,-38400000,1460000,0.0002549,-0.000395947
4067,21378,-38400000,1460000,0.0002549,-0.000395947
4068,21697,-38400000,1460000,0.0002549,-0.000395947
4069,22017,-38400000,1460000,0.0002549,-0.000395947
4070,22336,-38400000,1460000,0.0002549,-0.000395947
4071,22655,-38400000,1460000,0.0002549,-0.000395947
4072,22974,-38400000,1460000,0.0002549,-0.000395947
4073,23293,-38400000,1460000,0.0002549,-0.000395947
4074,23612,-38400000,1460000,0.0002549,-0.000395947
4075,23931,-38400000,1460000,0.0002549,-0.000395947
4076,24250,-38400000,1460000,0.0002549,-0.000395947
4077,24569,-38400000,1460000,0.0002549,-0.000395947
4078,24888,-38400000,1460000,0.000255,-0.000395847
4079,25207,-38400000,1460000,0.000255,-0.000395847
4080,25526,-38400000,1460000,0.000255,-0.000395847
4081,25845,-38400000,1460000,0.000255,-0.000395847
4082,26165,-38400000,1460000,0.000255,-0.000395847
4083,26484,-38400000,1460000,0.000255,-0.000395847
4084,26803,-38400000,1460000,0.000255,-0.000395847
4085,27122,-38400000,1460000,0.000255,-0.000395847
4086,27441,-38400000,1460000,0.000255,-0.000395847
4087,27760,-38400000,1460000,0.0002549,-0.000395947
4088,28079,-38400000,1460000,0.0002549,-0.000395947
4089,28398,-38400000,1460000,0.0002549,-0.000395947
4090,28717,-38400000,1460000,0.0002549,-0.000395947
4091,29036,-38400000,1460000,0.0002549,-0.000395947
4092,29355,-38400000,1460000,0.000255,-0.000395847
4093,29674,-38400000,1460000,0.000255,-0.000395847
4094,29994,-38400000,1460000,0.000255,-0.000395847
4095,30313,-38400000,1460000,0.000255,-0.000395847
4096,30632,-38400000,1460000,0.000255,-0.000395847
4097,30951,-38400000,1460000,0.000255,-0.000395847
4098,31270,-38400000,1460000,0.000255,-0.000395847
4099,31589,-38400000,1460000,0.000255,-0.000395847
4100,0,-39400000,1893.1,1.00E-07,-0.000667697
4101,319.08,-39400000,11068,1.00E-07,-0.000667697
4102,638.16,-39400000,20388,1.00E-07,-0.000667697
4103,957.24,-39400000,29708,1.00E-07,-0.000667697
4104,1276.3,-39400000,39028,4.00E-07,-0.000667397
4105,1595.4,-39400000,48348,4.00E-07,-0.000667397
4106,1914.5,-39400000,57523,4.00E-07,-0.000667397
4107,2233.6,-39400000,66988,7.00E-07,-0.000667097
4108,2552.6,-39400000,76454,7.00E-07,-0.000667097
4109,2871.7,-39400000,85774,1.10E-06,-0.000666697
4110,3190.8,-39400000,94949,1.20E-06,-0.000666597
4111,3509.9,-39400000,105000,1.60E-06,-0.000666197
4112,3829,-39400000,116000,2.10E-06,-0.000665697
4113,4148,-39400000,128000,3.00E-06,-0.000664797
4114,4467.1,-39400000,144000,4.70E-06,-0.000663097
4115,4786.2,-39400000,170000,7.90E-06,-0.000659897
4116,5105.3,-39400000,214000,1.51E-05,-0.000652697
4117,5424.4,-39400000,296000,2.98E-05,-0.000637997
4118,5743.4,-39400000,442000,5.71E-05,-0.000610697
4119,6062.5,-39400000,663000,9.91E-05,-0.000568697
4120,6381.6,-39400000,924000,0.0001498,-0.000517997
4121,6700.7,-39400000,1150000,0.000194,-0.000473797
4122,7019.8,-39400000,1300000,0.0002233,-0.000444497
4123,7338.8,-39400000,1380000,0.0002395,-0.000428297
4124,7657.9,-39400000,1420000,0.0002477,-0.000420097
4125,7977,-39400000,1440000,0.0002514,-0.000416397
4126,8296.1,-39400000,1450000,0.0002532,-0.000414597
4127,8615.2,-39400000,1450000,0.000254,-0.000413797
4128,8934.2,-39400000,1450000,0.0002545,-0.000413297
4129,9253.3,-39400000,1450000,0.0002547,-0.000413097
4130,9572.4,-39400000,1460000,0.0002547,-0.000413097
4131,9891.5,-39400000,1460000,0.0002548,-0.000412997
4132,10211,-39400000,1460000,0.0002548,-0.000412997
4133,10530,-39400000,1460000,0.0002548,-0.000412997
4134,10849,-39400000,1460000,0.0002548,-0.000412997
4135,11168,-39400000,1460000,0.0002549,-0.000412897
4136,11487,-39400000,1460000,0.0002549,-0.000412897
4137,11806,-39400000,1460000,0.0002548,-0.000412997
4138,12125,-39400000,1460000,0.0002548,-0.000412997
4139,12444,-39400000,1460000,0.0002549,-0.000412897
4140,12763,-39400000,1460000,0.0002549,-0.000412897
4141,13082,-39400000,1460000,0.0002548,-0.000412997
4142,13401,-39400000,1460000,0.0002548,-0.000412997
4143,13720,-39400000,1460000,0.0002549,-0.000412897
4144,14040,-39400000,1460000,0.0002549,-0.000412897
4145,14359,-39400000,1460000,0.0002549,-0.000412897
4146,14678,-39400000,1460000,0.0002548,-0.000412997
4147,14997,-39400000,1460000,0.0002548,-0.000412997
4148,15316,-39400000,1460000,0.0002549,-0.000412897
4149,15635,-39400000,1460000,0.0002549,-0.000412897
4150,15954,-39400000,1460000,0.0002549,-0.000412897
4151,16273,-39400000,1460000,0.0002549,-0.000412897
4152,16592,-39400000,1460000,0.0002549,-0.000412897
4153,16911,-39400000,1460000,0.0002548,-0.000412997
4154,17230,-39400000,1460000,0.0002549,-0.000412897
4155,17549,-39400000,1460000,0.0002549,-0.000412897
4156,17868,-39400000,1460000,0.0002549,-0.000412897
4157,18188,-39400000,1460000,0.0002549,-0.000412897
4158,18507,-39400000,1460000,0.0002549,-0.000412897
4159,18826,-39400000,1460000,0.0002549,-0.000412897
4160,19145,-39400000,1460000,0.0002549,-0.000412897
4161,19464,-39400000,1460000,0.0002549,-0.000412897
4162,19783,-39400000,1460000,0.0002549,-0.000412897
4163,20102,-39400000,1460000,0.0002549,-0.000412897
4164,20421,-39400000,1460000,0.0002549,-0.000412897
4165,20740,-39400000,1460000,0.0002549,-0.000412897
4166,21059,-39400000,1460000,0.0002549,-0.000412897
4167,21378,-39400000,1460000,0.0002549,-0.000412897
4168,21697,-39400000,1460000,0.0002549,-0.000412897
4169,22017,-39400000,1460000,0.0002549,-0.000412897
4170,22336,-39400000,1460000,0.0002549,-0.000412897
4171,22655,-39400000,1460000,0.0002549,-0.000412897
4172,22974,-39400000,1460000,0.0002549,-0.000412897
4173,23293,-39400000,1460000,0.0002549,-0.000412897
4174,23612,-39400000,1460000,0.0002549,-0.000412897
4175,23931,-39400000,1460000,0.0002549,-0.000412897
4176,24250,-39400000,1460000,0.0002549,-0.000412897
4177,24569,-39400000,1460000,0.0002549,-0.000412897
4178,24888,-39400000,1460000,0.0002549,-0.000412897
4179,25207,-39400000,1460000,0.000255,-0.000412797
4180,25526,-39400000,1460000,0.000255,-0.000412797
4181,25845,-39400000,1460000,0.000255,-0.000412797
4182,26165,-39400000,1460000,0.000255,-0.000412797
4183,26484,-39400000,1460000,0.000255,-0.000412797
4184,26803,-39400000,1460000,0.000255,-0.000412797
4185,27122,-39400000,1460000,0.000255,-0.000412797
4186,27441,-39400000,1460000,0.000255,-0.000412797
4187,27760,-39400000,1460000,0.0002549,-0.000412897
4188,28079,-39400000,1460000,0.0002549,-0.000412897
4189,28398,-39400000,1460000,0.0002549,-0.000412897
4190,28717,-39400000,1460000,0.000255,-0.000412797
4191,29036,-39400000,1460000,0.000255,-0.000412797
4192,29355,-39400000,1460000,0.000255,-0.000412797
4193,29674,-39400000,1460000,0.000255,-0.000412797
4194,29994,-39400000,1460000,0.000255,-0.000412797
4195,30313,-39400000,1460000,0.000255,-0.000412797
4196,30632,-39400000,1460000,0.000255,-0.000412797
4197,30951,-39400000,1460000,0.000255,-0.000412797
4198,31270,-39400000,1460000,0.000255,-0.000412797
4199,31589,-39400000,1460000,0.000255,-0.000412797
4200,0,-40300000,1893.1,1.00E-07,-0.000682951
4201,319.08,-40300000,11068,1.00E-07,-0.000682951
4202,638.16,-40300000,20388,1.00E-07,-0.000682951
4203,957.24,-40300000,29708,1.00E-07,-0.000682951
4204,1276.3,-40300000,39028,4.00E-07,-0.000682651
4205,1595.4,-40300000,47911,4.00E-07,-0.000682651
4206,1914.5,-40300000,57231,4.00E-07,-0.000682651
4207,2233.6,-40300000,66551,7.00E-07,-0.000682351
4208,2552.6,-40300000,75872,7.00E-07,-0.000682351
4209,2871.7,-40300000,85337,1.10E-06,-0.000681951
4210,3190.8,-40300000,94512,1.20E-06,-0.000681851
4211,3509.9,-40300000,104000,1.50E-06,-0.000681551
4212,3829,-40300000,114000,2.00E-06,-0.000681051
4213,4148,-40300000,126000,2.70E-06,-0.000680351
4214,4467.1,-40300000,140000,3.60E-06,-0.000679451
4215,4786.2,-40300000,160000,6.10E-06,-0.000676951
4216,5105.3,-40300000,194000,1.13E-05,-0.000671751
4217,5424.4,-40300000,255000,2.19E-05,-0.000661151
4218,5743.4,-40300000,368000,4.25E-05,-0.000640551
4219,6062.5,-40300000,554000,7.76E-05,-0.000605451
4220,6381.6,-40300000,802000,0.0001258,-0.000557251
4221,6700.7,-40300000,1050000,0.0001747,-0.000508351
4222,7019.8,-40300000,1240000,0.0002112,-0.000471851
4223,7338.8,-40300000,1350000,0.0002333,-0.000449751
4224,7657.9,-40300000,1400000,0.0002445,-0.000438551
4225,7977,-40300000,1430000,0.0002498,-0.000433251
4226,8296.1,-40300000,1440000,0.0002525,-0.000430551
4227,8615.2,-40300000,1450000,0.0002538,-0.000429251
4228,8934.2,-40300000,1450000,0.0002543,-0.000428751
4229,9253.3,-40300000,1450000,0.0002546,-0.000428451
4230,9572.4,-40300000,1460000,0.0002547,-0.000428351
4231,9891.5,-40300000,1460000,0.0002547,-0.000428351
4232,10211,-40300000,1460000,0.0002548,-0.000428251
4233,10530,-40300000,1460000,0.0002549,-0.000428151
4234,10849,-40300000,1460000,0.0002548,-0.000428251
4235,11168,-40300000,1460000,0.0002548,-0.000428251
4236,11487,-40300000,1460000,0.0002549,-0.000428151
4237,11806,-40300000,1460000,0.0002549,-0.000428151
4238,12125,-40300000,1460000,0.0002548,-0.000428251
4239,12444,-40300000,1460000,0.0002548,-0.000428251
4240,12763,-40300000,1460000,0.0002549,-0.000428151
4241,13082,-40300000,1460000,0.0002549,-0.000428151
4242,13401,-40300000,1460000,0.0002548,-0.000428251
4243,13720,-40300000,1460000,0.0002548,-0.000428251
4244,14040,-40300000,1460000,0.0002549,-0.000428151
4245,14359,-40300000,1460000,0.0002549,-0.000428151
4246,14678,-40300000,1460000,0.0002549,-0.000428151
4247,14997,-40300000,1460000,0.0002548,-0.000428251
4248,15316,-40300000,1460000,0.0002549,-0.000428151
4249,15635,-40300000,1460000,0.0002549,-0.000428151
4250,15954,-40300000,1460000,0.0002549,-0.000428151
4251,16273,-40300000,1460000,0.0002549,-0.000428151
4252,16592,-40300000,1460000,0.0002549,-0.000428151
4253,16911,-40300000,1460000,0.0002549,-0.000428151
4254,17230,-40300000,1460000,0.0002548,-0.000428251
4255,17549,-40300000,1460000,0.0002549,-0.000428151
4256,17868,-40300000,1460000,0.0002549,-0.000428151
4257,18188,-40300000,1460000,0.0002549,-0.000428151
4258,18507,-40300000,1460000,0.0002549,-0.000428151
4259,18826,-40300000,1460000,0.0002549,-0.000428151
4260,19145,-40300000,1460000,0.0002549,-0.000428151
4261,19464,-40300000,1460000,0.0002549,-0.000428151
4262,19783,-40300000,1460000,0.0002549,-0.000428151
4263,20102,-40300000,1460000,0.0002549,-0.000428151
4264,20421,-40300000,1460000,0.0002549,-0.000428151
4265,20740,-40300000,1460000,0.0002549,-0.000428151
4266,21059,-40300000,1460000,0.0002549,-0.000428151
4267,21378,-40300000,1460000,0.0002549,-0.000428151
4268,21697,-40300000,1460000,0.0002549,-0.000428151
4269,22017,-40300000,1460000,0.0002549,-0.000428151
4270,22336,-40300000,1460000,0.0002549,-0.000428151
4271,22655,-40300000,1460000,0.0002549,-0.000428151
4272,22974,-40300000,1460000,0.0002549,-0.000428151
4273,23293,-40300000,1460000,0.0002549,-0.000428151
4274,23612,-40300000,1460000,0.0002549,-0.000428151
4275,23931,-40300000,1460000,0.0002549,-0.000428151
4276,24250,-40300000,1460000,0.0002549,-0.000428151
4277,24569,-40300000,1460000,0.0002549,-0.000428151
4278,24888,-40300000,1460000,0.0002549,-0.000428151
4279,25207,-40300000,1460000,0.000255,-0.000428051
4280,25526,-40300000,1460000,0.000255,-0.000428051
4281,25845,-40300000,1460000,0.000255,-0.000428051
4282,26165,-40300000,1460000,0.000255,-0.000428051
4283,26484,-40300000,1460000,0.000255,-0.000428051
4284,26803,-40300000,1460000,0.000255,-0.000428051
4285,27122,-40300000,1460000,0.000255,-0.000428051
4286,27441,-40300000,1460000,0.0002549,-0.000428151
4287,27760,-40300000,1460000,0.0002549,-0.000428151
4288,28079,-40300000,1460000,0.000255,-0.000428051
4289,28398,-40300000,1460000,0.000255,-0.000428051
4290,28717,-40300000,1460000,0.0002549,-0.000428151
4291,29036,-40300000,1460000,0.0002549,-0.000428151
4292,29355,-40300000,1460000,0.0002549,-0.000428151
4293,29674,-40300000,1460000,0.0002549,-0.000428151
4294,29994,-40300000,1460000,0.0002549,-0.000428151
4295,30313,-40300000,1460000,0.0002549,-0.000428151
4296,30632,-40300000,1460000,0.000255,-0.000428051
4297,30951,-40300000,1460000,0.000255,-0.000428051
4298,31270,-40300000,1460000,0.000255,-0.000428051
4299,31589,-40300000,1460000,0.000255,-0.000428051
4300,0,-41300000,1893.1,1.00E-07,-0.0006999
4301,319.08,-41300000,11213,1.00E-07,-0.0006999
4302,638.16,-41300000,19951,1.00E-07,-0.0006999
4303,957.24,-41300000,29271,1.00E-07,-0.0006999
4304,1276.3,-41300000,38591,4.00E-07,-0.0006996
4305,1595.4,-41300000,47911,4.00E-07,-0.0006996
4306,1914.5,-41300000,57231,4.00E-07,-0.0006996
4307,2233.6,-41300000,66115,7.00E-07,-0.0006993
4308,2552.6,-41300000,75435,7.00E-07,-0.0006993
4309,2871.7,-41300000,84900,1.10E-06,-0.0006989
4310,3190.8,-41300000,93929,1.10E-06,-0.0006989
4311,3509.9,-41300000,104000,1.50E-06,-0.0006985
4312,3829,-41300000,113000,1.90E-06,-0.0006981
4313,4148,-41300000,124000,2.50E-06,-0.0006975
4314,4467.1,-41300000,136000,3.10E-06,-0.0006969
4315,4786.2,-41300000,153000,4.90E-06,-0.0006951
4316,5105.3,-41300000,179000,8.60E-06,-0.0006914
4317,5424.4,-41300000,225000,1.61E-05,-0.0006839
4318,5743.4,-41300000,310000,3.12E-05,-0.0006688
4319,6062.5,-41300000,459000,5.92E-05,-0.0006408
4320,6381.6,-41300000,682000,0.0001022,-0.0005978
4321,6700.7,-41300000,939000,0.0001523,-0.0005477
